Date,AAPL,AMZN,BBAR,BMA,DIA,EEM,GGAL,GOOGL,MSFT,NVDA,PAM,QQQ,SPY,YPF,Total_portafolio
2022-12-15,"1343,46","353,8","91,05","214,38","1255,96","525,44","318,39","270,35","1698,49","101,6","637,0","2167,96","1859,05","224,1","11061,02"
2022-12-16,"1323,87","351,44","91,37","214,06","1244,31","526,97","317,97","268,56","1669,03","99,32","652,75","2147,29","1837,1","224,1","10968,14"
2022-12-19,"1302,81","339,68","95,48","218,84","1238,29","527,39","329,56","263,15","1640,1","97,42","694,25","2117,11","1821,53","238,2","10923,81"
2022-12-20,"1302,12","340,76","104,01","229,52","1242,08","527,25","354,82","264,87","1649,31","96,41","701,0","2115,46","1824,02","254,1","11005,73"
2022-12-21,"1333,12","347,08","108,44","241,48","1261,82","531,98","368,9","266,54","1667,25","98,9","721,5","2146,15","1851,29","260,4","11204,85"
2022-12-22,"1301,43","335,16","112,87","246,42","1249,19","527,25","370,55","261,12","1624,69","91,94","739,75","2093,64","1824,88","265,8","11044,68"
2022-12-23,"1297,79","341,0","114,33","253,67","1255,5","526,55","384,22","265,5","1628,37","91,14","748,75","2098,35","1835,38","272,7","11113,25"
2022-12-27,"1279,78","332,16","116,55","255,92","1257,17","534,35","387,53","260,02","1616,3","84,64","772,25","2068,69","1828,14","265,2","11058,68"
2022-12-28,"1240,51","327,28","119,73","264,88","1242,79","526,55","398,71","255,94","1599,72","84,13","770,25","2041,37","1805,42","272,7","10949,99"
2022-12-29,"1275,64","336,72","120,68","261,04","1255,99","535,33","397,88","263,17","1643,92","87,53","778,5","2091,13","1837,92","271,5","11156,96"
2022-12-30,"1278,79","336,0","123,85","262,96","1253,23","527,94","402,85","262,52","1635,81","87,59","798,5","2089,88","1833,08","275,7","11168,71"
2023-01-03,"1230,96","343,28","117,18","253,19","1252,82","532,4","395,39","265,17","1634,17","85,8","778,25","2075,75","1825,36","261,3","11051,03"
2023-01-04,"1243,66","340,56","123,22","264,56","1257,89","548,42","409,47","262,07","1562,69","88,4","796,75","2085,64","1839,45","261,3","11084,08"
2023-01-05,"1230,47","332,48","130,2","282,02","1245,25","546,75","437,21","256,48","1516,37","85,5","823,75","2052,99","1818,46","280,5","11038,44"
2023-01-06,"1275,74","344,32","133,06","290,03","1271,96","558,17","459,57","259,87","1534,24","89,06","835,5","2109,65","1860,16","283,5","11304,84"
2023-01-09,"1280,96","349,44","134,97","297,88","1268,21","562,35","471,99","261,9","1549,18","93,67","840,0","2123,31","1859,1","292,5","11385,46"
2023-01-10,"1286,67","359,48","133,38","300,28","1275,55","566,39","479,44","263,09","1560,98","95,35","847,25","2141,28","1872,14","291,6","11472,88"
2023-01-11,"1313,83","380,36","144,18","317,41","1285,12","568,76","512,98","272,31","1608,18","95,9","898,25","2178,33","1895,82","296,1","11767,53"
2023-01-12,"1313,04","381,08","147,04","332,31","1293,59","571,54","532,02","271,15","1626,87","98,96","877,5","2190,1","1902,72","310,5","11848,43"
2023-01-13,"1326,33","392,48","147,99","329,26","1297,53","575,31","539,89","274,09","1631,78","101,29","874,75","2205,17","1910,1","332,4","11938,37"
2023-01-17,"1337,94","384,2","156,25","355,05","1282,85","572,1","569,7","271,63","1639,42","106,1","878,0","2209,64","1906,61","366,6","12036,09"
2023-01-18,"1330,76","381,84","141,96","335,03","1259,44","568,2","513,39","271,12","1608,45","104,15","827,5","2180,92","1876,5","336,3","11735,56"
2023-01-19,"1331,35","374,72","145,13","342,56","1250,59","572,52","533,68","276,86","1581,99","100,48","820,75","2159,49","1862,84","336,6","11689,56"
2023-01-20,"1356,94","389,0","151,8","363,22","1263,15","581,3","569,29","291,65","1638,54","106,92","855,0","2218,59","1897,55","357,6","12040,53"
2023-01-23,"1388,83","390,08","148,94","351,04","1272,62","585,47","562,25","296,92","1654,63","115,04","855,25","2267,88","1920,31","359,4","12168,66"
2023-01-24,"1402,8","385,28","147,99","349,92","1276,14","585,89","560,18","290,7","1650,95","115,47","858,25","2263,25","1918,25","360,0","12165,07"
2023-01-25,"1396,21","388,72","152,12","364,34","1276,97","586,45","581,71","283,32","1641,2","115,82","883,5","2258,23","1918,97","362,4","12209,94"
2023-01-26,"1416,88","396,88","152,44","362,09","1284,69","592,02","575,5","290,16","1691,6","118,69","871,5","2302,26","1940,06","360,6","12355,37"
2023-01-27,"1436,27","408,96","147,04","347,04","1285,64","589,24","551,18","295,67","1692,69","122,06","844,0","2325,17","1944,52","346,2","12335,68"
2023-01-30,"1407,43","402,2","141,32","333,75","1275,99","577,4","525,79","288,44","1655,52","114,85","812,25","2278,16","1920,12","334,5","12067,71"
2023-01-31,"1420,13","412,52","147,67","351,85","1290,26","576,14","557,84","294,09","1690,31","117,1","845,75","2312,3","1948,35","358,5","12322,81"
2023-02-01,"1431,35","420,6","143,86","344,96","1290,41","583,25","548,27","298,82","1724,0","125,53","844,5","2361,75","1969,06","352,5","12438,85"
2023-02-02,"1484,4","451,64","143,54","349,6","1288,75","579,76","546,6","320,57","1804,83","130,12","844,75","2446,51","1997,73","344,1","12732,9"
2023-02-03,"1520,62","413,56","136,24","329,74","1283,26","569,46","513,3","311,76","1762,2","126,47","813,25","2403,03","1976,49","335,4","12494,77"
2023-02-06,"1493,35","408,72","138,78","334,39","1281,36","561,1","529,54","306,17","1751,42","126,4","820,0","2382,7","1964,41","344,4","12442,74"
2023-02-07,"1522,09","408,44","138,14","331,99","1292,87","563,33","532,03","320,27","1825,02","132,9","816,5","2432,07","1990,1","346,2","12651,96"
2023-02-08,"1495,22","400,2","140,68","334,39","1284,92","562,63","539,94","295,67","1819,36","133,09","835,0","2388,82","1968,34","346,5","12544,77"
2023-02-09,"1484,89","392,96","137,83","323,98","1276,06","565,28","528,7","282,69","1798,15","133,88","805,0","2367,71","1951,28","338,4","12386,81"
2023-02-10,"1488,54","390,44","138,78","326,86","1282,31","559,84","531,2","281,38","1794,6","127,46","822,5","2352,17","1955,83","347,4","12399,31"
2023-02-13,"1516,53","398,16","147,04","341,76","1296,77","564,44","564,09","281,5","1850,67","130,59","845,0","2389,84","1978,79","360,9","12666,08"
2023-02-14,"1510,12","398,8","149,89","347,84","1291,43","563,47","579,49","281,71","1856,47","137,68","845,5","2407,5","1977,88","362,7","12710,49"
2023-02-15,"1531,12","404,64","147,35","343,2","1293,4","558,73","575,75","288,44","1841,63","136,44","855,25","2425,95","1984,3","356,4","12742,59"
2023-02-16,"1515,15","392,6","153,71","343,04","1277,24","558,87","580,74","284,18","1792,6","131,87","846,25","2380,43","1956,98","356,7","12570,35"
2023-02-17,"1503,72","388,8","147,35","323,82","1282,74","552,74","553,68","280,73","1764,63","128,19","827,5","2363,63","1952,09","342,3","12411,93"
2023-02-21,"1463,6","378,32","147,99","324,46","1256,05","545,77","547,85","273,11","1727,77","123,8","810,0","2307,67","1912,93","342,0","12161,33"
2023-02-22,"1467,84","383,16","145,77","325,1","1253,28","543,13","551,18","272,7","1719,84","124,39","808,5","2309,4","1910,3","341,1","12155,68"
2023-02-23,"1472,67","383,28","152,12","334,71","1257,64","545,77","563,67","270,43","1742,13","141,83","821,0","2329,57","1920,46","351,3","12286,59"
2023-02-24,"1446,15","374,0","160,06","331,99","1244,18","533,52","559,93","265,2","1704,18","139,57","825,25","2290,56","1899,94","356,4","12130,92"
2023-02-27,"1458,08","375,04","162,91","339,67","1247,74","536,3","570,75","267,4","1710,61","140,86","836,5","2306,96","1906,41","363,3","12222,55"
2023-02-28,"1453,05","376,92","162,28","331,83","1238,3","532,54","554,51","267,97","1705,55","139,15","824,75","2303,98","1899,37","353,1","12143,3"
2023-03-01,"1432,35","368,68","164,19","329,26","1239,93","543,96","558,68","268,86","1684,01","136,04","838,0","2285,46","1892,08","363,0","12104,51"
2023-03-02,"1438,26","368,52","153,39","306,68","1252,98","545,91","519,54","273,74","1717,11","139,74","807,75","2304,37","1906,8","346,5","12081,29"
2023-03-03,"1488,73","379,6","157,52","315,49","1267,27","550,79","534,53","278,65","1745,69","143,19","812,25","2352,01","1937,38","357,9","12321,0"
2023-03-06,"1516,33","375,0","161,64","325,74","1269,05","548,84","542,86","283,05","1756,49","141,18","850,25","2354,68","1938,72","381,3","12445,14"
2023-03-07,"1494,35","374,2","155,29","317,89","1247,02","539,65","527,45","279,27","1737,89","139,6","827,0","2325,8","1909,0","354,0","12228,43"
2023-03-08,"1506,87","375,68","165,14","332,79","1245,58","541,87","548,69","280,43","1734,82","144,96","827,0","2337,42","1912,12","361,5","12314,86"
2023-03-09,"1484,39","369,0","156,56","318,37","1225,07","529,89","522,88","274,69","1725,38","140,49","798,0","2296,92","1876,84","346,8","12065,29"
2023-03-10,"1463,79","362,92","145,13","303,32","1212,37","527,11","487,49","269,66","1699,87","137,67","739,5","2264,66","1849,76","319,5","11782,75"
2023-03-13,"1483,21","369,72","137,83","295,95","1208,92","527,94","469,17","271,09","1736,32","137,67","716,75","2281,46","1847,12","297,3","11780,46"
2023-03-14,"1504,11","379,52","135,29","292,75","1221,69","528,22","457,52","279,6","1783,3","144,25","720,75","2333,88","1877,65","293,4","11951,94"
2023-03-15,"1508,05","384,8","124,81","269,21","1211,65","519,17","429,21","285,97","1815,09","145,24","684,5","2346,13","1865,91","278,1","11867,83"
2023-03-16,"1536,24","400,16","131,48","289,87","1225,71","527,11","452,94","298,49","1888,67","153,11","715,0","2407,97","1898,65","285,6","12211,0"
2023-03-17,"1527,87","395,8","123,85","274,33","1210,92","523,9","434,62","302,36","1910,76","154,21","710,0","2396,59","1876,45","271,5","12113,17"
2023-03-20,"1551,52","390,84","119,73","268,89","1225,36","525,85","427,96","301,17","1861,53","155,26","703,25","2405,1","1894,49","273,9","12104,85"
2023-03-21,"1570,05","402,44","129,25","287,47","1237,99","530,59","460,01","312,18","1872,12","157,05","733,75","2439,45","1919,37","294,6","12346,33"
2023-03-22,"1555,76","394,8","126,39","280,42","1217,3","532,68","447,11","307,57","1861,94","158,67","707,5","2406,28","1886,65","293,1","12176,16"
2023-03-23,"1566,6","394,84","121,63","272,89","1219,81","540,06","440,45","314,2","1898,66","163,0","700,5","2434,81","1891,75","289,8","12249,01"
2023-03-24,"1579,62","392,52","123,22","272,73","1225,44","538,67","443,36","313,73","1918,56","160,53","725,0","2443,77","1904,16","288,6","12329,91"
2023-03-27,"1560,2","392,16","128,62","289,07","1233,01","535,74","465,84","304,86","1889,9","159,05","770,0","2427,03","1907,72","309,3","12372,49"
2023-03-28,"1553,99","388,96","130,84","291,47","1231,1","543,41","474,58","300,61","1882,04","158,32","814,5","2414,14","1903,44","324,9","12412,3"
2023-03-29,"1584,74","401,0","133,38","297,55","1243,54","544,94","484,16","301,68","1918,14","161,76","823,25","2458,16","1931,11","336,9","12620,31"
2023-03-30,"1600,41","408,0","132,11","297,55","1248,86","550,37","474,58","300,19","1942,35","164,15","818,0","2481,42","1942,41","342,9","12703,33"
2023-03-31,"1625,45","413,16","124,49","285,22","1264,6","549,67","457,1","308,64","1971,41","166,51","824,5","2522,69","1969,79","329,4","12812,65"
2023-04-03,"1637,97","409,64","128,3","295,15","1277,11","550,79","472,92","310,51","1964,1","167,64","865,75","2516,56","1977,3","349,5","12923,24"
2023-04-04,"1632,65","415,8","126,08","286,83","1269,62","550,79","461,68","311,58","1963,75","164,57","832,5","2508,07","1966,33","342,0","12832,25"
2023-04-05,"1614,21","404,4","126,08","288,75","1272,96","546,47","461,68","310,84","1944,33","161,14","846,25","2483,31","1961,18","344,1","12765,71"
2023-04-06,"1623,09","408,24","124,49","284,9","1273,27","548,7","455,43","322,59","1993,98","162,08","842,75","2500,05","1968,83","334,8","12843,2"
2023-04-10,"1597,16","408,68","131,48","288,43","1277,3","549,26","463,34","316,7","1978,87","165,33","860,5","2498,64","1970,85","369,0","12875,53"
2023-04-11,"1585,04","399,68","141,0","299,96","1280,87","552,6","484,99","313,46","1934,01","162,87","863,5","2482,6","1971,38","372,3","12844,26"
2023-04-12,"1578,14","391,32","146,08","313,09","1279,77","548,7","514,55","311,35","1938,52","158,83","910,25","2460,67","1963,34","376,2","12890,81"
2023-04-13,"1631,96","409,6","148,31","320,94","1294,06","556,22","517,88","319,65","1981,94","158,64","923,75","2508,86","1989,42","370,5","13131,73"
2023-04-14,"1628,51","410,04","155,61","332,47","1288,25","553,3","529,95","323,93","1956,64","160,41","939,0","2504,14","1984,56","373,5","13140,31"
2023-04-17,"1628,7","410,96","159,42","338,07","1292,35","555,66","538,28","315,3","1974,83","161,87","940,75","2506,26","1991,68","368,4","13182,56"
2023-04-18,"1640,93","409,2","155,29","320,14","1291,9","554,97","515,38","310,93","1971,89","165,86","916,0","2506,42","1992,98","366,6","13118,49"
2023-04-19,"1652,36","417,2","143,54","292,91","1288,82","549,4","484,58","309,98","1972,44","167,44","879,0","2505,24","1992,65","346,8","13002,35"
2023-04-20,"1642,7","415,24","146,4","297,88","1284,86","548,56","494,15","313,28","1956,44","162,48","879,75","2486,14","1981,77","344,4","12954,05"
2023-04-21,"1626,63","427,84","141,64","289,39","1286,17","543,41","485,41","313,64","1954,04","162,57","857,5","2488,73","1983,31","339,0","12899,29"
2023-04-24,"1629,69","424,84","142,27","290,67","1288,61","542,15","487,07","315,3","1926,76","162,11","869,25","2483,55","1985,38","342,9","12890,56"
2023-04-25,"1614,31","410,28","140,37","290,19","1275,6","531,98","484,16","309,0","1883,34","157,31","860,25","2436,7","1953,87","333,6","12680,94"
2023-04-26,"1614,21","419,92","139,73","287,63","1266,54","535,05","478,33","308,58","2019,76","161,59","860,75","2451,48","1945,59","330,6","12819,76"
2023-04-27,"1660,05","439,28","137,19","282,18","1286,51","542,29","477,91","320,12","2084,45","163,21","856,5","2518,13","1984,32","332,4","13084,56"
2023-04-28,"1672,57","421,8","135,92","283,3","1297,28","545,08","479,58","319,38","2101,06","166,35","853,5","2535,5","2001,26","333,6","13146,18"
2023-05-01,"1671,68","408,2","132,11","275,77","1294,73","543,27","466,26","318,96","2089,44","173,31","835,5","2532,6","1999,24","329,1","13070,17"
2023-05-02,"1661,33","414,52","130,2","278,18","1281,46","537,97","474,17","313,37","2088,41","169,11","846,0","2510,51","1976,77","324,3","13006,3"
2023-05-03,"1650,59","414,6","127,03","275,45","1270,96","537,14","470,42","313,64","2081,51","166,66","831,25","2494,08","1963,2","318,6","12915,13"
2023-05-04,"1634,23","416,0","122,9","269,21","1260,38","541,46","455,02","311,5","2088,41","165,23","813,25","2485,28","1949,3","316,2","12828,35"
2023-05-05,"1710,91","422,64","131,48","285,06","1280,92","548,7","485,41","314,11","2124,24","171,93","853,25","2538,1","1985,38","341,7","13193,84"
2023-05-08,"1710,22","423,32","134,65","287,15","1278,98","548,98","496,65","320,66","2110,57","174,75","845,25","2544,39","1985,91","345,6","13207,08"
2023-05-09,"1693,17","426,48","136,56","294,51","1277,27","545,63","505,39","319,41","2099,28","171,27","861,75","2528,27","1977,2","352,2","13188,41"
2023-05-10,"1710,82","440,76","139,41","293,23","1276,21","545,36","514,13","332,5","2135,59","173,16","878,75","2555,79","1986,44","349,5","13331,65"
2023-05-11,"1712,69","448,72","144,18","297,39","1267,99","543,41","530,79","346,84","2120,55","171,32","906,0","2564,12","1982,98","352,5","13389,47"
2023-05-12,"1703,41","441,04","145,13","295,95","1267,49","537,0","515,8","349,64","2112,76","169,89","934,0","2554,92","1980,38","340,8","13348,21"
2023-05-15,"1698,47","444,8","144,81","293,07","1269,66","546,89","509,97","346,66","2116,11","173,56","915,0","2568,76","1987,21","333,9","13348,88"
2023-05-16,"1698,47","453,6","137,19","274,17","1256,65","542,99","472,5","355,59","2131,7","175,12","878,25","2571,66","1973,93","324,0","13245,84"
2023-05-17,"1704,59","462,0","142,27","285,38","1272,86","545,5","492,9","359,55","2151,84","180,91","892,5","2602,79","1997,89","331,8","13422,79"
2023-05-18,"1727,89","472,6","136,56","277,22","1278,37","542,57","480,0","365,47","2182,82","189,9","879,0","2651,13","2017,14","326,4","13527,06"
2023-05-19,"1728,97","465,0","136,87","282,98","1274,01","542,99","482,91","365,26","2181,59","187,42","903,0","2645,16","2014,2","324,3","13534,67"
2023-05-22,"1719,5","460,04","134,33","275,94","1269,09","547,45","473,34","372,07","2201,05","186,89","894,25","2654,04","2015,02","324,0","13527,01"
2023-05-23,"1693,44","459,96","138,46","282,5","1260,36","538,95","477,08","364,67","2160,48","183,97","907,25","2620,4","1992,41","335,1","13415,03"
2023-05-24,"1696,2","467,0","140,05","284,1","1250,45","534,91","489,57","359,73","2150,82","183,07","917,75","2606,96","1977,97","341,4","13399,98"
2023-05-25,"1707,56","460,0","137,83","281,7","1249,46","533,79","485,41","367,4","2233,53","227,68","918,25","2670,39","1995,1","331,8","13599,91"
2023-05-26,"1731,64","480,44","139,73","281,38","1261,24","543,27","486,24","370,77","2281,3","233,47","917,25","2738,62","2020,94","333,6","13819,89"
2023-05-30,"1750,1","486,64","142,27","287,95","1260,02","537,0","504,14","367,97","2269,79","240,45","936,5","2751,04","2021,71","338,4","13893,98"
2023-05-31,"1749,6","482,32","139,1","281,22","1256,21","531,98","513,4","365,59","2250,46","226,8","925,0","2735,4","2010,5","329,7","13797,28"
2023-06-01,"1777,64","491,08","144,18","293,55","1261,62","541,46","522,91","368,12","2279,17","238,41","959,75","2767,0","2029,6","339,0","14013,49"
2023-06-02,"1786,13","497,0","143,23","294,83","1288,8","550,79","511,23","370,94","2298,5","235,75","963,0","2787,75","2058,95","344,4","14131,31"
2023-06-05,"1772,6","501,2","148,31","307,48","1281,41","550,65","533,29","374,93","2302,2","234,82","978,5","2789,72","2055,0","351,9","14182,02"
2023-06-06,"1768,95","506,44","166,41","350,56","1281,56","555,53","602,5","378,8","2286,71","231,72","1020,75","2789,24","2059,48","373,8","14372,45"
2023-06-07,"1755,23","484,92","172,76","359,53","1285,37","553,14","627,15","364,49","2216,13","224,67","1003,25","2741,92","2052,36","375,9","14216,83"
2023-06-08,"1782,38","497,0","166,41","350,08","1291,63","557,07","634,93","363,42","2229,01","230,88","986,75","2775,96","2064,77","378,6","14308,89"
2023-06-09,"1786,23","493,72","170,85","349,12","1293,38","559,6","640,56","363,68","2239,5","232,44","978,5","2786,57","2068,48","376,5","14339,12"
2023-06-12,"1814,16","506,28","169,58","352,49","1300,62","560,72","631,47","367,88","2274,17","236,71","969,5","2833,66","2087,24","371,7","14476,18"
2023-06-13,"1809,42","506,64","171,49","359,85","1306,15","566,34","656,56","368,44","2290,89","245,94","963,75","2855,43","2101,0","372,0","14573,91"
2023-06-14,"1815,74","505,68","174,67","357,13","1297,76","570,55","671,7","367,97","2311,79","257,78","954,75","2876,18","2103,5","375,0","14640,2"
2023-06-15,"1836,07","508,44","176,89","373,14","1314,35","575,88","690,3","372,19","2385,53","255,72","958,5","2910,45","2129,58","403,5","14890,55"
2023-06-16,"1825,31","501,96","187,05","391,88","1310,36","573,92","729,66","367,55","2345,99","255,95","1022,75","2892,14","2122,33","436,5","14963,35"
2023-06-20,"1826,2","503,12","194,35","415,1","1300,84","562,69","741,77","366,27","2316,66","262,64","1069,25","2888,0","2111,32","436,2","14994,42"
2023-06-21,"1815,84","499,32","199,12","428,08","1296,91","560,02","769,88","358,69","2285,89","258,07","1095,0","2848,64","2100,5","463,5","14979,44"
2023-06-22,"1845,85","520,6","189,91","403,25","1296,56","558,05","713,65","366,42","2328,04","257,95","1052,25","2882,25","2108,08","441,9","14964,77"
2023-06-23,"1842,69","517,32","193,72","405,33","1288,23","549,91","725,76","364,01","2295,9","253,06","1051,0","2853,68","2092,15","443,7","14876,46"
2023-06-26,"1828,77","509,32","200,39","440,73","1288,16","551,73","759,93","352,11","2251,9","243,6","1059,75","2815,43","2083,6","462,0","14847,41"
2023-06-27,"1856,31","516,72","193,72","423,59","1296,14","557,35","725,33","352,08","2292,81","251,06","1045,0","2863,83","2106,44","449,7","14930,09"
2023-06-28,"1868,05","516,16","194,99","423,43","1293,85","553,98","729,66","357,58","2301,58","246,51","1043,5","2869,42","2107,5","443,1","14949,33"
2023-06-29,"1871,41","511,6","196,58","426,63","1303,52","551,03","745,66","354,37","2296,1","244,74","1059,0","2863,68","2115,81","455,7","14995,83"
2023-06-30,"1914,65","521,44","194,67","422,63","1313,8","555,38","743,93","356,16","2333,72","253,61","1083,0","2907,83","2140,78","446,7","15188,3"
2023-07-03,"1899,74","520,88","196,58","420,39","1314,64","561,56","748,69","356,75","2316,25","254,28","1070,5","2914,68","2143,24","446,7","15164,87"
2023-07-05,"1888,59","521,52","196,26","418,95","1309,82","558,19","754,31","362,26","2317,35","253,7","1091,25","2914,6","2140,05","454,5","15181,35"
2023-07-06,"1893,32","513,44","179,43","387,4","1296,14","546,82","696,78","357,38","2338,73","252,42","1024,25","2892,41","2123,3","421,5","14923,32"
2023-07-07,"1882,17","519,12","188,0","401,33","1289,27","553,0","717,55","355,5","2310,97","254,82","1041,0","2882,8","2117,93","431,1","14944,57"
2023-07-10,"1861,74","508,52","184,83","389,48","1297,48","553,42","704,92","346,49","2274,03","252,88","1032,75","2883,75","2123,3","435,3","14848,88"
2023-07-11,"1856,51","515,12","185,15","395,25","1309,17","559,03","713,66","348,54","2278,42","254,23","1037,5","2898,0","2136,82","432,6","14919,98"
2023-07-12,"1873,19","523,2","187,05","408,38","1312,96","571,53","729,83","353,87","2310,84","263,21","1079,75","2934,6","2154,01","448,2","15150,59"
2023-07-13,"1880,79","537,2","190,54","425,67","1314,06","578,97","759,11","370,56","2348,25","275,65","1088,75","2984,42","2171,11","455,1","15380,18"
2023-07-14,"1882,27","538,72","178,16","399,25","1318,84","575,74","711,47","373,18","2365,93","272,6","1069,5","2983,79","2169,75","434,4","15273,6"
2023-07-17,"1914,84","534,24","190,86","426,09","1321,44","576,44","750,37","370,88","2369,29","278,55","1121,75","3011,66","2177,29","457,2","15500,9"
2023-07-18,"1912,28","531,32","189,59","426,58","1335,69","572,23","761,73","368,24","2463,59","284,74","1117,75","3036,29","2193,47","464,4","15657,89"
2023-07-19,"1925,8","541,44","182,29","417,29","1339,93","571,11","747,31","363,09","2433,37","282,24","1097,5","3035,59","2198,34","460,5","15595,79"
2023-07-20,"1906,35","519,84","187,05","424,75","1346,58","566,9","760,42","354,67","2377,1","272,91","1097,25","2965,61","2183,76","457,5","15420,69"
2023-07-21,"1894,61","520,0","193,43","436,7","1346,49","566,05","780,08","357,11","2355,86","265,65","1115,5","2956,72","2183,76","463,8","15435,76"
2023-07-24,"1902,6","515,2","189,91","425,91","1353,87","573,78","759,54","361,6","2365,04","267,46","1106,25","2961,44","2193,51","468,9","15445,03"
2023-07-25,"1911,19","516,52","189,26","432,55","1354,83","578,55","772,65","363,62","2405,27","273,86","1101,5","2981,51","2199,5","468,9","15549,73"
2023-07-26,"1919,88","512,6","193,43","434,71","1358,39","581,92","776,15","384,63","2314,74","272,5","1092,25","2971,59","2199,84","462,0","15474,63"
2023-07-27,"1907,24","513,0","177,39","408,66","1348,9","574,76","721,96","385,02","2266,43","275,18","1031,0","2964,51","2185,26","430,5","15189,81"
2023-07-28,"1933,01","528,84","182,21","419,11","1355,44","588,66","737,89","394,48","2318,85","280,28","1029,5","3018,51","2206,65","437,7","15431,13"
2023-07-31,"1939,12","534,72","181,57","417,45","1359,61","588,94","748,04","394,9","2302,06","280,15","1050,0","3020,08","2210,85","446,7","15474,2"
2023-08-01,"1930,83","526,76","176,11","424,75","1362,02","581,5","723,33","391,41","2304,94","278,82","1071,75","3013,08","2204,53","440,4","15430,23"
2023-08-02,"1900,92","512,84","168,09","406,17","1348,79","567,6","697,73","381,98","2244,36","265,41","1035,75","2946,96","2173,86","427,8","15078,26"
2023-08-03,"1887,01","515,64","164,56","400,2","1345,92","569,84","691,99","382,19","2238,6","266,88","1000,75","2942,23","2167,63","420,0","14993,46"
2023-08-04,"1796,39","558,28","169,05","412,07","1340,8","569,14","721,56","381,18","2246,28","267,87","1008,0","2928,46","2157,83","422,1","14979,01"
2023-08-07,"1765,4","568,88","167,45","408,85","1355,98","568,3","710,53","391,36","2262,25","272,29","1018,0","2953,25","2176,66","418,5","15037,7"
2023-08-08,"1774,78","559,76","174,19","422,04","1349,86","561,42","738,33","390,97","2234,42","267,77","1029,0","2928,14","2167,19","429,9","15027,78"
2023-08-09,"1758,88","551,4","170,98","418,66","1343,21","562,83","733,04","385,79","2208,25","255,12","1043,75","2895,95","2152,71","429,9","14910,46"
2023-08-10,"1756,71","554,24","174,19","434,56","1345,54","563,67","759,52","385,88","2213,04","254,13","1072,5","2901,3","2153,48","431,7","15000,45"
2023-08-11,"1757,3","553,64","175,62","431,51","1349,78","555,38","740,1","385,49","2199,88","244,94","1118,75","2882,8","2152,22","435,3","14982,74"
2023-08-14,"1773,81","562,28","173,34","398,03","1350,59","552,72","697,29","390,76","2220,65","262,31","1091,0","2915,16","2164,1","426,9","14978,94"
2023-08-15,"1753,94","550,68","168,78","393,98","1336,82","546,4","690,67","386,15","2205,71","263,43","1120,0","2884,22","2138,89","422,1","14861,77"
2023-08-16,"1745,25","540,28","169,1","396,34","1329,79","541,49","703,91","382,93","2200,35","260,71","1125,25","2853,68","2123,2","438,9","14811,18"
2023-08-17,"1719,84","535,92","160,63","386,52","1319,42","542,75","676,11","386,56","2176,18","259,86","1110,75","2822,51","2107,02","442,2","14646,28"
2023-08-18,"1724,69","532,88","160,63","389,1","1321,61","539,1","669,49","379,25","2173,43","259,59","1118,75","2818,97","2108,03","437,7","14633,21"
2023-08-21,"1738,03","538,72","159,0","381,69","1319,88","540,36","663,31","381,95","2210,52","281,58","1101,0","2864,38","2121,75","432,0","14734,18"
2023-08-22,"1751,77","537,0","163,24","398,93","1313,33","539,24","685,82","384,07","2214,5","273,79","1168,25","2860,29","2116,0","438,6","14844,83"
2023-08-23,"1790,22","542,08","168,78","408,58","1320,5","547,8","729,51","393,85","2245,68","282,48","1182,75","2905,39","2139,57","450,9","15108,09"
2023-08-24,"1743,37","527,36","167,59","414,27","1305,94","545,7","706,05","386,15","2197,4","282,76","1157,75","2843,29","2109,92","440,7","14828,24"
2023-08-25,"1765,41","533,04","179,82","425,99","1315,4","546,26","736,32","386,45","2218,07","275,89","1144,25","2865,33","2124,79","442,5","14959,52"
2023-08-28,"1781,03","532,56","192,71","458,23","1323,86","551,59","792,85","389,81","2223,02","280,79","1192,25","2886,9","2138,27","447,0","15190,87"
2023-08-29,"1819,87","539,64","197,34","465,3","1335,01","558,61","812,44","400,4","2255,36","292,48","1204,75","2949,95","2169,17","445,2","15445,52"
2023-08-30,"1854,76","540,28","190,07","459,96","1337,99","556,79","807,55","404,3","2257,97","295,35","1177,5","2966,4","2178,11","438,3","15465,32"
2023-08-31,"1856,94","552,04","189,07","459,44","1331,91","549,91","804,87","405,16","2250,9","295,9","1139,0","2975,29","2174,92","433,2","15418,55"
2023-09-01,"1872,65","552,48","181,47","449,27","1336,39","556,37","782,62","403,64","2257,08","290,83","1145,75","2972,14","2178,98","426,3","15405,96"
2023-09-05,"1875,03","549,08","176,18","427,03","1328,73","551,87","748,34","403,97","2290,66","291,06","1099,75","2975,92","2169,56","409,5","15296,68"
2023-09-06,"1807,91","541,44","176,51","418,93","1321,15","548,79","737,65","400,07","2286,06","282,17","1072,75","2949,71","2154,98","404,1","15102,22"
2023-09-07,"1755,03","551,4","175,19","412,03","1323,79","542,33","726,97","402,45","2265,66","277,25","1020,75","2928,62","2148,36","392,7","14922,53"
2023-09-08,"1761,16","552,92","162,63","397,89","1326,93","543,45","706,05","405,79","2295,61","273,24","971,0","2932,71","2151,6","379,8","14860,77"
2023-09-11,"1772,82","572,4","161,64","395,65","1330,22","550,19","700,7","407,39","2320,81","270,88","946,5","2967,26","2165,75","362,1","14924,32"
